"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME106298",34500000,1640000,1.1e+07,9220000,5280000,11300000,50100000,793000,1850000,16100000,1180000,118000,1500000,1280000,20500000,6050000,2650000,7110000,6870000,5610000,5970000,3550000,2220000,1470000,5060000,2910000,244000,1300000,5170000,342000,1830000,20700000,4770000,8950000,3910000,38400000,9330000,1690000,1150000,10300000,749000,5200000,1240000,5600000,24800000
"ME106299",185000,321000,8620000,1600000,603000,79800,10800000,39100,72300,3140000,630000,1060000,1210000,1090000,592000,143000,410000,6040000,1410000,721000,373000,5450000,6550000,306000,15800000,1820000,643000,608000,1270000,467000,4910000,827000,1320000,1860000,416000,2470000,8210000,583000,43100,1100000,1230000,270000,96600,826000,3090000
"ME106300",587000,1360000,1.88e+08,645000,110000,376000,10600000,125000,27100,16500000,587000,14700000,5720000,421000,672000,35100,1500000,159000,10200000,590000,205000,585000,7410,6e+05,18800000,13300000,6070000,75100,127000,518000,33100000,471000,342000,9780000,295000,234000,307000,80700,520000,287000,1270000,351000,5820,6090000,1310000
"ME106301",3460000,159000,225000,166000,109000,2420,33400,931,23100,164000,133000,17400,1060000,16900,1510,127000,5560,9180000,445000,66600,50100,591000,45300,22500,101000,45400,4430,12400,109000,2070,146000,41800,82000,23100,74700,31000,116000,1350,1650,372000,23500,78500,23900,63700,8000
"ME106302",333000,230000,271000,501000,896000,5330,616000,1890000,51400,1170000,2300000,168000,278000,444000,27100,2160000,321000,930000,372000,1140000,121000,1420000,1840000,24500,381000,332000,170000,293000,1160000,330000,399000,51700,585000,668000,1270000,148000,977000,6730000,30500,798000,563000,642000,657000,235000,177000
"ME106303",7280000,46300,44100,301000,304000,22900,26000,48400,25600,55600,2490000,131000,50600,30100000,20900000,5950000,41600,511000,223000,352000,32200,50500,88600,7680,63600,44800000,190000,27800,1550000,10600000,558000,13500,245000,198000,390000,3940,56100,14400,48500,125000,29300,180000,113000,1.6e+07,219000
"ME106304",262000,30300,18500000,340000,59100,24400,7340,766000,1400000,14400,12400000,21800,4620000,1260000,1850000,3700,37600,7990,22400000,107000,4010,68400,1710000,18200,31700,4230000,9740,6920000,3470,922000,2240,12900,21900000,97400,6190000,29500,38400,1470000,4780000,7430,5580000,9130000,345000,1280000,5840000
"ME106305",NA,1000,1680,2120,1020000,NA,3210,1160,NA,NA,11900,NA,NA,6880,1090,NA,1600,3610,1370,30600,780,3930,5070000,NA,NA,15600,NA,1380,NA,1100,NA,NA,5320,NA,1950000,NA,NA,NA,7200,NA,2600,NA,NA,18500,749
"ME106306",850000,1500000,2710000,861000,1600000,680000,1700000,1100000,907000,3880000,2260000,1070000,1390000,1840000,1490000,1010000,586000,695000,329000,1840000,441000,1720000,407000,1030000,1590000,683000,517000,1500000,1580000,1790000,1580000,286000,251000,625000,979000,790000,1080000,175000,1620000,4250000,263000,942000,2700000,2410000,1250000
"ME106307",6.1e+07,57100000,84500000,85800000,36500000,3.7e+07,6.8e+07,4.6e+07,51500000,9.8e+07,46800000,32900000,64400000,54300000,48800000,86500000,68500000,1.52e+08,59900000,38400000,46500000,1.57e+08,79300000,39500000,99700000,60200000,3.5e+07,56400000,1.63e+08,44200000,46400000,31900000,85900000,1.09e+08,48300000,57200000,75300000,42900000,36600000,68500000,1.6e+07,1.13e+08,40500000,58400000,64200000
"ME106308",11800000,1.6e+07,9670000,22300000,10600000,10900000,1.2e+07,9670000,9540000,10800000,1.2e+07,10600000,9510000,16100000,10700000,9930000,13100000,11600000,11500000,9280000,10800000,10700000,11900000,9870000,13600000,9620000,14300000,11800000,9790000,9570000,9670000,11800000,14300000,11800000,11700000,11400000,10900000,12700000,11600000,15200000,9790000,11200000,8990000,9060000,10200000
"ME106309",695000,138000,116000,4210000,304000,5100,476000,479000,274000,401000,1100000,371000,4790,268000,57700,9450000,143000,1840000,3070000,122000,218000,745000,5960000,144000,446000,1020000,105000,108000,1430000,64300,587000,914000,1230000,3140000,223000,205000,674000,1380000,2280000,598000,659000,83100,83100,3420000,75900
"ME106310",4430000,1190000,3300000,3130000,750000,1020000,1580000,721000,963000,3960000,988000,791000,1080000,1370000,509000,674000,452000,1090000,267000,473000,4090000,1880000,1410000,2510000,1020000,8200000,196000,46700,553000,470000,1880000,5580000,1760000,3470000,412000,2280000,10900000,1780000,986000,6150000,1650000,1500000,392000,3070000,1220000
"ME106311",695000,138000,116000,8180000,299000,5100,476000,479000,274000,392000,1100000,367000,4790,268000,57700,3570000,143000,1850000,5670000,122000,218000,745000,2040000,144000,446000,1020000,105000,108000,1430000,64300,587000,914000,1230000,2700000,223000,205000,674000,1380000,2290000,577000,659000,84800,83100,1750000,75900
"ME106312",5830000,25900000,9570000,37200000,37700000,19300000,27400000,2750000,22900000,10400000,5440000,4710000,23400000,2990000,4610000,6800000,33500000,20200000,41100000,7320000,29100000,39500000,7020000,16500000,14900000,3730000,3090000,22400000,6220000,1.6e+07,3860000,5980000,38600000,11900000,7470000,35800000,7330000,6420000,26900000,12100000,2650000,12200000,5310000,37200000,30500000
"ME106313",3420000,1630000,5980000,3520000,548000,3300000,2790000,5140000,1520000,2820000,8560000,6e+06,5340000,6860000,1910000,4240000,5870000,5640000,2800000,1250000,1230000,3610000,3440000,1640000,1560000,11200000,5930000,4620000,3590000,443000,3070000,5700000,4180000,1220000,1310000,1190000,4100000,5050000,2550000,1210000,6610000,5820000,3440000,5020000,1720000
"ME106314",6290000,2410000,14600000,1.3e+07,7500000,6340000,12700000,8440000,7810000,1.5e+07,7810000,4780000,18600000,7550000,6290000,1.9e+07,8190000,12500000,8240000,6240000,7340000,1.97e+08,10200000,7440000,2.4e+07,2960000,4660000,6200000,8690000,7080000,33100000,8790000,9180000,13200000,6020000,7360000,23200000,10200000,10800000,13600000,3450000,10300000,4590000,10400000,6740000
"ME106315",309000,82600,2730000,1190000,275000,NA,310000,188000,709,8520000,78000,NA,7340,45000,NA,4710000,20700,14300000,191000,7590,NA,2810000,NA,NA,5610000,577000,1320,NA,39200,10400,900,928,864000,471000,133000,7720,6390000,667,NA,21600000,NA,418000,4110,514000,8960
"ME106316",450000,220000,767000,2040000,742000,394000,409000,691000,328000,9860000,1030000,340000,303000,1340000,1040000,967000,756000,1.3e+07,4660000,455000,835000,1230000,820000,410000,9150000,5550000,301000,146000,540000,1050000,456000,1080000,4710000,5160000,613000,1450000,1220000,842000,537000,16100000,567000,1120000,161000,1570000,873000
"ME106317",20300,107000,323000,90500,320000,22300,265000,195000,13100,3830000,415000,17300,64100,491000,7770,196000,342000,5540000,101000,293000,53400,1710000,352000,26700,1910000,940000,46700,31600,517000,310000,32000,93300,801000,95200,301000,142000,1060000,270000,30800,2860000,11500,653000,105000,1530000,267000
"ME106318",412000,3730000,5110000,7710000,2640000,912000,1e+06,1750000,721000,896000,1190000,1100000,3690000,1280000,1810000,3990000,477000,2e+06,609000,905000,3270000,5680000,389000,2100000,1350000,1450000,384000,1240000,1050000,2280000,1550000,830000,3780000,2650000,1390000,5560000,5850000,1950000,2260000,10200000,945000,2310000,2820000,1260000,1160000
"ME106319",907,NA,1380,2040,NA,746,773,NA,650,1370,1410,755,1030,6940,NA,1100,1690,1650,1260,1090,NA,1650,962,787,12200000,1220,814,NA,NA,NA,757,1230,NA,1960,1230,1330,1250,791,NA,1670000,866,1250,NA,956,NA
"ME106320",163000,131000,790000,267000,64000,29800,374000,22800,43000,289000,54400,23100,36900,334000,5380,50100,165000,627000,152000,339000,143000,464000,96700,39100,127000,6e+05,85800,30700,220000,48700,520000,120000,310000,622000,499000,359000,95200,239000,7e+06,582000,168000,430000,36300,271000,282000
"ME106321",142000,131000,751000,279000,104000,29400,374000,86400,43000,695000,377000,74300,502000,147000,79000,1e+05,165000,627000,1140000,174000,893000,941000,69200,39100,127000,947000,186000,109000,207000,60100,3630000,210000,310000,718000,70800,733000,191000,239000,371000,582000,168000,371000,38000,271000,136000
"ME106322",238000,61700,1200000,173000,70400,296000,572000,92800,55200,597000,269000,18200,16700000,173000,4220,376000,493000,1780000,675000,910000,541000,10200000,22100,1110000,46500,92300,93300,1140000,14700000,85700,402000,12900000,273000,362000,404000,1140000,168000,343000,83000,120000,179000,90600,48500,123000,37500
"ME106323",1130000,530000,5240000,4630000,2170000,299000,1140000,717000,1610000,3750000,2910000,393000,1230000,7360000,2430000,2590000,4770000,6490000,3600000,3170000,1160000,1910000,1110000,594000,1870000,11800000,1190000,3840000,1680000,1020000,1690000,1680000,3530000,7110000,1460000,1840000,5080000,1430000,7890000,2260000,1660000,4870000,755000,2810000,5130000
"ME106324",1130000,530000,3590000,3550000,4070000,299000,1140000,717000,1610000,2560000,2910000,393000,1230000,3430000,2410000,1880000,12300000,3310000,3610000,2350000,1160000,1910000,1110000,594000,1890000,7410000,1190000,1640000,1680000,1020000,1690000,1690000,3530000,4800000,1460000,1860000,4200000,1430000,2700000,1360000,1680000,3100000,755000,2120000,2430000
"ME106325",38700,155000,229000,141000,49700,62000,179000,22700,469000,232000,45300,98100,27900,79200,24000,132000,253000,194000,44300,269000,41400,201000,109000,2090000,199000,378000,40800,351000,367000,215000,61000,325000,24400,256000,14500,36400,405000,70200,1370000,474000,48200,343000,380000,167000,90100
"ME106326",21100000,26300000,2.64e+08,7.5e+07,47700000,17400000,9510000,32600000,25100000,4.8e+07,30700000,1250000,17700000,13200000,24200000,14300000,52900000,3.05e+08,2.58e+08,39100000,36400000,32800000,38500000,29300000,83600000,70800000,37600000,42300000,21300000,7440000,24800000,24400000,3.33e+08,68600000,1.9e+07,34400000,82400000,99200000,54300000,42900000,14900000,88200000,46100000,12200000,1.12e+08
"ME106329",416000,9250000,8090000,370000,27700,54100,551000,131000,88000,1510000,354000,287000,424000,3460000,168000,597000,662000,6870000,582000,505000,365000,315000,38200,118000,1440000,450000,341000,217000,477000,194000,490000,636000,382000,492000,205000,259000,170000,394000,148000,325000,207000,454000,31900,447000,643000
"ME106327",477000,1160000,1790000,13900000,1200000,413000,1550000,591000,377000,10100000,1290000,881000,638000,1290000,246000,1380000,1070000,16800000,1.2e+07,542000,1150000,1.2e+07,644000,516000,1550000,1130000,1300000,8e+05,1e+06,372000,682000,1280000,945000,10400000,1110000,870000,1650000,495000,254000,13300000,612000,1470000,734000,1150000,328000
"ME106328",477000,1160000,16700000,3280000,1200000,413000,1550000,591000,377000,1970000,1290000,881000,638000,1290000,246000,1380000,1070000,2150000,2440000,542000,1150000,2080000,644000,516000,1550000,15600000,1300000,8e+05,1e+06,372000,682000,1280000,945000,1980000,1110000,870000,1650000,495000,254000,1810000,612000,1470000,734000,1150000,328000
"ME106330",3730000,6270000,3530000,8760000,3800000,9010000,6350000,3980000,7240000,3190000,9440000,5630000,4950000,8080000,5210000,3460000,4600000,2870000,4470000,5460000,7560000,4710000,6300000,9680000,1580000,4330000,4410000,8410000,3290000,5340000,9230000,5280000,7e+06,8480000,6400000,4550000,8950000,5760000,6030000,6030000,8500000,4840000,6010000,4560000,5720000
"ME106331",9670000,805000,9300000,2090000,709000,2310000,750000,1040000,686000,26900000,4e+06,1030000,20600000,2310000,196000,11300000,31500000,12300000,13400000,1130000,1470000,13500000,1360000,2820000,6010000,12900000,381000,3090000,32900000,364000,3200000,17400000,2290000,2560000,1420000,16600000,2940000,1030000,401000,1720000,2250000,14200000,588000,11400000,482000
"ME106332",NA,NA,888,NA,NA,719,NA,NA,NA,NA,NA,NA,NA,1610,NA,7280,NA,NA,NA,NA,NA,NA,NA,162000,NA,4190,2340,NA,15500000,NA,NA,NA,150000,NA,NA,6780,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ME106333",171000,169000,360000,180000,2e+05,192000,153000,187000,190000,131000,89600,174000,184000,3280000,166000,120000,152000,202000,126000,178000,178000,158000,184000,190000,148000,153000,179000,161000,125000,180000,289000,147000,210000,111000,184000,272000,137000,140000,155000,171000,156000,212000,169000,176000,197000
"ME106334",34900,542,20100,3310,12200,NA,1550,1450,971,1560,6340,514,NA,2070,1080,1750,1900,2940,2370,2340,941,3660,11800,1480,1040,3120,3220,12200,3360000,925,6570,1430,10800,1980,28100,NA,7570,1640,17500,6090,912000,13000,769,1700,873
"ME106335",3820000,1210000,11300000,10600000,1340000,775000,2720000,267000,3580000,4830000,11200000,85800,4940000,4790000,5950000,4930000,1390000,1980000,9140000,1390000,525000,1390000,165000,794000,1350000,6690000,637000,6770000,2060000,4440000,6640000,584000,44600000,29300000,6860000,10400000,17500000,1e+06,8900000,15500000,6600000,15900000,7550000,16600000,9440000
"ME106336",678000,NA,73500,11300,275000,NA,20600,1360000,102000,4540000,1630000,2060,1200,174000,30200,5520000,NA,496000,30700,849000,899,38400,769000,NA,4750000,15700,6910,1100,1360000,NA,150000,NA,6680,9530,520000,1850,NA,146000,17000,4790000,157000,39100,8e+05,22600,NA
"ME106337",2450000,271000,31900000,1160000,212000,609000,6920000,146000,58000,13500000,4130000,11300000,15600000,7e+06,946000,4340000,1400000,1440000,3530000,1150000,235000,8740000,131000,211000,14700000,6890000,1280000,968000,1920000,720000,17400000,80300,63400000,31800000,202000,4270000,2080000,392000,77400,3990000,16700000,1070000,178000,5330000,1360000
"ME106338",27300000,1.02e+08,1.21e+08,2.22e+08,37800000,81800000,1.03e+08,29900000,57700000,88200000,56400000,72200000,91600000,55200000,25100000,1.09e+08,2.68e+08,2.25e+08,1.98e+08,73500000,1.15e+08,1.27e+08,24100000,6.1e+07,68100000,36600000,76500000,66900000,38600000,21500000,51100000,1.45e+08,86300000,2.6e+08,45100000,1.22e+08,1.88e+08,39700000,68200000,82100000,25600000,2.42e+08,52500000,6.8e+07,39200000
"ME106339",209000,1020000,1360000,2010000,1080000,480000,1500000,118000,98100,1520000,1270000,68200,1030000,1050000,92800,1080000,2170000,2020000,2220000,1080000,1410000,1540000,651000,48500,1620000,1220000,2100000,1350000,1210000,10900,48100,1950000,774000,2410000,1760000,1540000,1830000,1480000,141000,1140000,1580000,1880000,82200,1220000,88600
"ME106340",192000,1250000,7710000,346000,109000,2140,235000,14900,4980,74000,33500,60800,917000,28400,183000,58100,126000,491000,72100,56800,20100,86700,68700,84500,376000,82300,22500,3930,274000,56400,321000,252000,27200,25900,93500,83500,20500,82300,79800,39800,37000,196000,5670,45800,193000
"ME106341",389000,3500000,11700000,16400000,6780000,1100000,9560000,1110000,1560000,12200000,5070000,4440000,4260000,4920000,501000,2e+06,5380000,15600000,7970000,4960000,4200000,8100000,1300000,1960000,4010000,6800000,5970000,2490000,5260000,652000,582000,7230000,12400000,9630000,5870000,12700000,12200000,3170000,1970000,10800000,5150000,8100000,3900000,4130000,815000
"ME106342",1790000,4060000,3.9e+07,15900000,5830000,2680000,7850000,2340000,2310000,20600000,6470000,3920000,7380000,6230000,8340000,24300000,9290000,26700000,13800000,6090000,6090000,28500000,15600000,2810000,14900000,25400000,6380000,3970000,5520000,2600000,2820000,12900000,26200000,10100000,6930000,4380000,14900000,2820000,2650000,40900000,6710000,8700000,3450000,6900000,4200000
"ME106343",1550000,1470000,2270000,13400000,1440000,1070000,2820000,1080000,911000,5740000,3360000,961000,1640000,1420000,1400000,3790000,3400000,8240000,5490000,2740000,7240000,9510000,4820000,1150000,1.2e+07,11800000,8360000,2740000,3270000,1120000,2580000,6860000,6650000,10500000,3090000,4470000,18500000,1990000,694000,17800000,2880000,2800000,2820000,3960000,1610000
"ME106344",912000,2110000,2790000,5610000,2390000,1320000,2870000,1120000,1030000,3090000,2680000,1780000,1820000,2410000,881000,3050000,3020000,3810000,4630000,2320000,2960000,3100000,1410000,1240000,2340000,3980000,2740000,1960000,2380000,1070000,1140000,2700000,3340000,4020000,2780000,1640000,3280000,1120000,1190000,2510000,1740000,3090000,1690000,2090000,1100000
"ME106345",10900000,16700000,21200000,65600000,5.4e+07,4830000,5.9e+07,12100000,3740000,1.85e+08,1.57e+08,35700000,12700000,1.45e+08,46800000,27800000,1.1e+07,24600000,27300000,88400000,10600000,60200000,34600000,5860000,1.12e+08,1.78e+08,1.37e+08,16500000,57300000,34700000,13700000,16100000,56400000,1.57e+08,92200000,13700000,1.13e+08,26600000,11900000,1.38e+08,21900000,73500000,21900000,1.16e+08,17600000
"ME106346",16500000,1470000,76400000,37600000,3390000,1080000,2570000,31700,19300000,52300000,1830000,6210000,11400000,3.4e+07,201000,1520000,111000,33600000,7620000,1040000,7400000,18300000,24100,2840000,61600000,18200000,14300000,5670000,1240000,4060,6070000,3.8e+07,6240000,24600000,189000,8800000,8640000,2240,5670000,20700000,1.6e+07,11500000,9160000,1.09e+08,50200
"ME106347",555000,1710000,22600000,2.9e+07,15300000,367000,1310000,563000,364000,782000,1570000,1710000,1400000,627000,338000,2230000,1370000,16800000,27200000,11300000,1160000,958000,1220000,318000,655000,1580000,13200000,1760000,1310000,597000,665000,1320000,22800000,2750000,1600000,392000,1200000,1730000,210000,624000,873000,2050000,17200000,513000,496000
"ME106348",2.11e+08,3.46e+08,7.5e+08,7.55e+08,3.88e+08,2.09e+08,4.39e+08,2.31e+08,1.87e+08,6.09e+08,4.99e+08,3.1e+08,4.68e+08,5.7e+08,2.21e+08,6.39e+08,4.29e+08,7.51e+08,6.43e+08,3.63e+08,3.12e+08,5.09e+08,1.88e+08,2.51e+08,5.09e+08,2.95e+09,2.99e+08,2.45e+08,6.04e+08,2.42e+08,3.36e+08,3.9e+08,8.2e+08,7.71e+08,3.17e+08,3.64e+08,7.05e+08,2.33e+08,2.5e+08,7.2e+08,3.74e+08,5.29e+08,3.9e+08,6.11e+08,2.77e+08
"ME106349",641000,1760000,3210000,5270000,2150000,967000,2660000,1020000,796000,3410000,2690000,1410000,1350000,2030000,730000,3640000,1880000,3430000,4340000,1970000,2140000,3e+06,1070000,1110000,1720000,4180000,2060000,1220000,2550000,1040000,1200000,1910000,3980000,3780000,2220000,1030000,3880000,765000,880000,3960000,1750000,2370000,1490000,1730000,1180000
"ME106350",555000,1930000,4080000,7560000,1600000,643000,5090000,1110000,496000,5320000,3110000,990000,1100000,1640000,521000,4620000,4380000,4250000,6140000,1510000,1780000,4860000,1090000,726000,3380000,5570000,1450000,1030000,3740000,687000,1130000,4020000,4390000,5670000,1250000,1490000,7710000,1190000,508000,5360000,890000,4390000,1400000,1760000,765000
"ME106351",656000,78500,19500,29600,1410000,NA,15900,1540,NA,120000,252000,66600,29400,9860000,742,121000,626000,169000,2370000,801000,1110000,67400,70100,22300,285000,738000,835,5730,179000,4220,367000,59400,265000,65800,755000,3890000,8830,928000,5620000,3730,97300,881000,NA,1e+05,571000
"ME106352",656000,78500,19500,29600,1410000,NA,7420,1540,NA,120000,252000,66600,29400,9860000,742,121000,626000,169000,2270000,801000,1110000,67400,70100,22300,285000,738000,835,5730,179000,3710,367000,59400,265000,47500,755000,3890000,8250,928000,7990000,3730,97300,881000,NA,1e+05,571000
"ME106353",5270000,10300000,13100000,15300000,9410000,6390000,11500000,5990000,4960000,9960000,16100000,8450000,7190000,8610000,5220000,11800000,12600000,13200000,12300000,7650000,9660000,9520000,5010000,6420000,8930000,14700000,9190000,7330000,9550000,4160000,6270000,13600000,15800000,1.2e+07,9820000,6790000,13300000,6780000,5980000,1.1e+07,8940000,1.1e+07,8400000,6340000,6210000
"ME106354",8780000,3910000,22400000,2.1e+07,1.4e+07,1230000,20900000,6520000,701000,31600000,27100000,4270000,1370000,16100000,1e+06,2.4e+07,20100000,32300000,19500000,13900000,8660000,17600000,11200000,1130000,27500000,38100000,12900000,5620000,40100000,1020000,17800000,1060000,10800000,12400000,8330000,1.3e+07,16200000,9810000,4500000,23900000,15500000,14300000,6800000,12300000,1280000
"ME106355",1210000,1110000,3810000,5720000,1860000,1030000,6430000,1270000,555000,6780000,3460000,1250000,695000,2330000,581000,4350000,984000,5580000,5070000,3920000,2830000,2420000,2390000,626000,7530000,11700000,2770000,1610000,4930000,549000,1500000,544000,1250000,1670000,2720000,2990000,1730000,1250000,1040000,5310000,1600000,2070000,1740000,1710000,519000
"ME106356",53800,474000,696000,2760000,1090000,204000,1500000,305000,314000,9e+05,1100000,718000,698000,1020000,77300,1240000,1470000,1490000,2130000,611000,563000,790000,245000,322000,1010000,1460000,1020000,507000,987000,409000,484000,1050000,1510000,1580000,1530000,114000,2840000,294000,429000,1140000,939000,1040000,480000,456000,318000
"ME106357",234000,4040000,8270000,16700000,4190000,1120000,1580000,1410000,440000,3500000,2060000,1970000,1550000,1850000,419000,1140000,4660000,7850000,7670000,3600000,4320000,4160000,2580000,223000,2120000,8280000,2930000,827000,1410000,511000,637000,3250000,10300000,1.2e+07,5330000,1370000,4990000,2380000,541000,5360000,191000,3810000,1600000,2020000,371000
"ME106358",NA,NA,9660,1560,2420,NA,3080,NA,47900,NA,20600,NA,NA,23300,NA,2910,NA,NA,8310,1270,NA,4690,2130,35000,3390,29400,NA,1860,7750000,19100,NA,NA,7600,NA,NA,NA,NA,2100,116000,6080,NA,7680,NA,NA,2220
"ME106359",91700000,23400000,1.7e+08,3.16e+08,19700000,2.3e+07,42900000,24800000,39100000,1.12e+08,1.38e+08,23300000,45500000,35900000,28200000,69700000,32100000,1.11e+08,44400000,28400000,2840000,1.18e+08,24200000,18600000,48600000,37800000,24600000,31800000,44800000,21700000,53500000,29500000,57100000,88900000,31300000,41500000,42600000,3.7e+07,25200000,53100000,42500000,67800000,1.9e+07,41500000,30400000
"ME106360",2490000,23100000,14200000,12800000,3910000,1890000,1e+07,14300000,2280000,35300000,9440000,5630000,9070000,9880000,40700000,5680000,3550000,7930000,9160000,4150000,6080000,10500000,13500000,2140000,10900000,17800000,11300000,3210000,11500000,20300000,49600000,7630000,44400000,1.49e+08,9960000,23800000,1.92e+08,6e+07,2.2e+07,4.2e+08,4400000,2.1e+08,25100000,3.2e+07,82400000
"ME106361",102000,53300,309000,343000,641000,4970,218000,310000,20000,63500,207000,94200,418000,1010000,30800,470000,407000,149000,416000,280000,65400,266000,16100,257000,29800,7510000,66200,84900,249000,53500,291000,815000,376000,192000,484000,174000,363000,43300,22700,135000,156000,344000,83700,404000,21500
"ME106362",736000,1420000,9200000,16200000,13600000,801000,3260000,818000,607000,1280000,2790000,1240000,1160000,12200000,607000,574000,10400000,2160000,4270000,961000,2380000,2540000,1350000,802000,1930000,21900000,2310000,1420000,1860000,911000,540000,13200000,11600000,4060000,2810000,1350000,5030000,1010000,760000,1560000,1660000,14600000,964000,1.8e+07,850000
"ME106363",45700,549000,3970000,83300,410000,NA,297000,252000,NA,279000,326000,754,107000,128000,NA,767000,190000,5120000,30200,310000,49900,1250000,72900,NA,247000,381000,7020,122000,380000,9940,1710,29300,1970000,91100,375000,158000,1730000,152000,401,768000,329,551000,228000,389000,16500
"ME106364",10800000,6740000,31400000,46600000,1.2e+07,2240000,11800000,7100000,5170000,28800000,12700000,6150000,17800000,17300000,1480000,11600000,19900000,42100000,24200000,11600000,7670000,16600000,6360000,9790000,1.5e+07,26100000,7300000,9900000,16500000,1340000,1590000,20500000,24800000,22200000,16100000,18800000,18800000,11300000,5450000,14300000,9130000,21500000,6720000,12200000,6010000
"ME106365",1280000,1280000,1730000,3860000,188000,1570000,2710000,1330000,1130000,1510000,2330000,1880000,1760000,1580000,267000,9010000,2440000,1390000,2190000,2320000,1610000,2090000,1620000,706000,2100000,1720000,2310000,2170000,550000,690000,621000,2560000,530000,523000,1850000,532000,1150000,345000,326000,759000,469000,634000,1590000,464000,294000
"ME106366",811000,2820000,5140000,4560000,1020000,1580000,3950000,1370000,514000,7460000,703000,372000,2290000,1610000,3100000,3910000,2170000,6370000,4780000,1420000,2770000,4730000,663000,1270000,3790000,1480000,498000,3950000,2650000,530000,572000,750000,2480000,5890000,806000,2490000,2080000,638000,1550000,3440000,98600,1350000,1170000,3140000,1760000
"ME106367",641000,3620000,1470000,2220000,501000,462000,939000,479000,1270000,1920000,2270000,1040000,1830000,3980000,355000,14100000,7150000,8420000,11800000,815000,2030000,2750000,330000,938000,775000,13400000,579000,799000,11200000,735000,1430000,1790000,8650000,878000,1120000,9e+05,1390000,1050000,1130000,1950000,1300000,368000,1450000,1310000,745000
"ME106368",641000,2100000,1470000,2220000,501000,462000,939000,479000,1270000,1920000,2270000,1040000,1560000,3980000,427000,4060000,3600000,2130000,3030000,815000,2030000,2750000,330000,701000,775000,4340000,579000,799000,3570000,735000,1430000,1940000,1580000,878000,1120000,9e+05,16300000,1050000,1130000,1950000,1300000,368000,1450000,1310000,745000
"ME106369",126000,485000,1360000,2340000,769000,319000,720000,50600,128000,1650000,1060000,251000,775000,1190000,105000,1880000,983000,1860000,1140000,1070000,603000,1640000,413000,545000,870000,2540000,598000,442000,1420000,197000,440000,704000,1270000,1130000,12700000,770000,15400000,593000,396000,1160000,616000,905000,459000,1390000,180000
"ME106370",46200,928,44000,6380,12600,1090,2710,4900,23000,181000,88500,615,26900,17900,98500,40800,3950,27800,4600,39600,22700000,1570,18900,435000,7970,43000,661000,34200,159000,5050,35100,28500,103000,150000,53700,845000,388000,91100,189000,9250000,3110,32800,26100,19200,8320
"ME106371",78900,233000,1440000,458000,209000,3e+05,251000,43400,59700,191000,518000,169000,185000,3930000,13600,697000,834000,975000,765000,70600,498000,172000,25300,178000,478000,1750000,162000,121000,626000,22200,179000,634000,1550000,383000,227000,1580000,688000,112000,78100,121000,396000,377000,99800,128000,6890
"ME106372",78900,233000,1440000,458000,209000,3e+05,251000,43400,59700,271000,518000,168000,185000,5820000,30300,697000,834000,975000,765000,70600,498000,172000,25300,178000,478000,1750000,162000,120000,626000,22200,179000,633000,1570000,383000,227000,1590000,687000,112000,78100,121000,395000,377000,99800,174000,7240
"ME106373",539000,118000,18400000,16800000,933000,5630000,506000,26400,34100,159000,376000,533000,374000,2300000,66400,1.8e+07,536000,21400,17900000,9480000,809000,13800000,5050,623000,170000,287000,1060000,528000,207000,78700,1020000,1030000,117000,295000,223000,35600,1.5e+07,13700,85700,76600,25500,11600000,1740000,462000,24600
"ME106374",165000,361000,893000,1710000,721000,177000,928000,806000,146000,870000,2720000,243000,359000,598000,288000,1030000,514000,832000,1250000,710000,517000,1060000,453000,177000,617000,934000,5e+05,430000,2180000,248000,234000,329000,1070000,1130000,862000,339000,1530000,281000,228000,994000,528000,764000,494000,554000,87200
"ME106375",689000,257000,361000,715000,15100,48600,1850000,120000,116000,1470000,1500000,69700,166000,525000,185000,6310000,196000,653000,579000,122000,214000,1100000,17600,120000,1330000,476000,289000,189000,694000,598000,802000,182000,340000,570000,75700,178000,2800000,35100,47800,1320000,460000,434000,134000,162000,274000
"ME106376",1010000,262000,310000,46200,453000,162000,278000,62400,150000,232000,248000,151000,94800,54200,456000,72800,115000,337000,264000,123000,195000,667000,1360000,203000,7650000,58700,24300,311000,249000,284000,151000,125000,209000,89200,140000,1320000,80300,1210000,418000,195000,129000,49500,85700,270000,460000
"ME106377",2280000,3790000,22400000,50200000,5450000,4600000,2.5e+07,1300000,3020000,16900000,20400000,11900000,6280000,6470000,2210000,25100000,23900000,32100000,23900000,10500000,1.7e+07,2.4e+07,4660000,1690000,7720000,8720000,1.6e+07,6160000,18400000,3940000,4130000,6670000,22300000,38700000,10500000,14600000,36300000,4940000,3580000,3760000,3250000,11300000,13100000,3130000,3240000
"ME106378",882000,882000,3700000,10500000,1620000,1450000,2430000,705000,606000,7130000,2530000,1090000,3410000,4940000,372000,5560000,2120000,2700000,10800000,1160000,3030000,6460000,633000,3560000,2320000,12900000,1590000,1400000,8380000,775000,1450000,6410000,6890000,9140000,2300000,3970000,12300000,1420000,955000,2900000,2010000,7850000,1540000,1170000,516000
